Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
211,45,male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3,yes,2-Day Shipping,yes,yes,6,PayPal,Fortnightly
212,69,male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,yes,2-Day Shipping,yes,yes,45,Debit Card,Fortnightly
213,67,male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,yes,Express,yes,yes,7,Debit Card,Annually
214,30,male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,yes,Store Pickup,yes,yes,11,Debit Card,Every 3 Months
215,24,male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,yes,Next Day Air,yes,yes,41,Cash,Every 3 Months
216,62,male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,yes,2-Day Shipping,yes,yes,24,PayPal,Bi-Weekly
217,43,male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,yes,Free Shipping,yes,yes,21,Venmo,Weekly
218,35,male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,yes,Next Day Air,yes,yes,24,Bank Transfer,Annually
219,28,male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,yes,Store Pickup,yes,yes,8,Credit Card,Quarterly
220,32,male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3,yes,Free Shipping,yes,yes,12,Cash,Fortnightly
221,39,male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,yes,Express,yes,yes,48,Debit Card,Fortnightly
222,28,male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,yes,Store Pickup,yes,yes,6,Bank Transfer,Quarterly
223,47,male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,yes,2-Day Shipping,yes,yes,14,PayPal,Fortnightly
224,20,male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,yes,Free Shipping,yes,yes,34,PayPal,Annually
225,63,male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,yes,Free Shipping,yes,yes,12,Cash,Every 3 Months
226,25,male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,yes,Next Day Air,yes,yes,11,Bank Transfer,Annually
227,29,male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,yes,Free Shipping,yes,yes,5,PayPal,Monthly
228,50,male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,yes,Standard,yes,yes,25,Venmo,Fortnightly
229,18,male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,yes,Store Pickup,yes,yes,11,Credit Card,Annually
230,70,male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,yes,Next Day Air,yes,yes,27,PayPal,Every 3 Months
231,66,male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,yes,Standard,yes,yes,43,Credit Card,Annually
232,28,male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,yes,2-Day Shipping,yes,yes,18,Debit Card,Every 3 Months
233,54,male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,yes,Express,yes,yes,32,Bank Transfer,Bi-Weekly
234,19,male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,yes,Next Day Air,yes,yes,27,Bank Transfer,Every 3 Months
235,20,male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,yes,Next Day Air,yes,yes,24,Credit Card,Weekly
236,43,male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,yes,Free Shipping,yes,yes,31,Debit Card,Quarterly
237,38,male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,yes,Next Day Air,yes,yes,39,PayPal,Fortnightly
238,50,male,Dress,Clothing,90,Iowa,M,Beige,Summer,3,yes,Store Pickup,yes,yes,36,Debit Card,Fortnightly
239,64,male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,yes,Free Shipping,yes,yes,5,Cash,Annually
240,49,male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,yes,Express,yes,yes,47,Credit Card,Bi-Weekly
241,47,male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,yes,Free Shipping,yes,yes,29,Bank Transfer,Fortnightly
242,36,male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,yes,Free Shipping,yes,yes,43,Venmo,Bi-Weekly
243,55,male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,yes,Store Pickup,yes,yes,40,Debit Card,Every 3 Months
244,25,male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,yes,2-Day Shipping,yes,yes,4,Debit Card,Monthly
245,53,male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,yes,2-Day Shipping,yes,yes,39,PayPal,Weekly
246,49,male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,yes,Next Day Air,yes,yes,45,Venmo,Fortnightly
247,35,male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,yes,Express,yes,yes,20,Venmo,Bi-Weekly
248,29,male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,yes,Standard,yes,yes,14,Debit Card,Weekly
249,47,male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,yes,Express,yes,yes,33,PayPal,Weekly
250,53,male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,yes,Standard,yes,yes,18,Credit Card,Annually
251,33,male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4,yes,Express,yes,yes,9,Bank Transfer,Weekly
252,21,male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,yes,Standard,yes,yes,34,PayPal,Annually
253,32,male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,yes,Free Shipping,yes,yes,33,Venmo,Fortnightly
254,52,male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,yes,2-Day Shipping,yes,yes,15,Bank Transfer,Bi-Weekly
255,67,male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,yes,Store Pickup,yes,yes,4,PayPal,Bi-Weekly
256,43,male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,yes,Free Shipping,yes,yes,25,Debit Card,Annually
257,58,male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,yes,Express,yes,yes,20,Credit Card,Every 3 Months
258,20,male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,yes,Express,yes,yes,5,Credit Card,Quarterly
259,61,male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,yes,Express,yes,yes,16,Cash,Quarterly
260,32,male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,yes,Standard,yes,yes,13,Debit Card,Annually
261,38,male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,yes,2-Day Shipping,yes,yes,11,Credit Card,Every 3 Months
262,21,male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,yes,Standard,yes,yes,21,Credit Card,Annually
263,37,male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,yes,Next Day Air,yes,yes,6,Debit Card,Annually
264,27,male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,yes,Store Pickup,yes,yes,29,Venmo,Monthly
265,36,male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,yes,Store Pickup,yes,yes,15,Cash,Annually
266,32,male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,yes,2-Day Shipping,yes,yes,17,Bank Transfer,Bi-Weekly
267,51,male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,yes,Express,yes,yes,32,Credit Card,Weekly
268,64,male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,yes,2-Day Shipping,yes,yes,42,Venmo,Annually
269,68,male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,yes,Store Pickup,yes,yes,21,Cash,Monthly
270,68,male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,yes,Next Day Air,yes,yes,9,Cash,Bi-Weekly
271,33,male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,yes,Free Shipping,yes,yes,16,Bank Transfer,Annually
272,65,male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,yes,Express,yes,yes,42,Credit Card,Fortnightly
273,48,male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,yes,2-Day Shipping,yes,yes,37,Debit Card,Bi-Weekly
274,69,male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,yes,Express,yes,yes,32,Debit Card,Quarterly
275,59,male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3,yes,Express,yes,yes,28,Cash,Bi-Weekly
276,48,male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4,yes,Express,yes,yes,13,Credit Card,Weekly
277,25,male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,yes,Express,yes,yes,11,Bank Transfer,Fortnightly
278,29,male,Shirt,Clothing,29,Georgia,M,Green,Winter,3,yes,Store Pickup,yes,yes,36,Bank Transfer,Bi-Weekly
279,57,male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,yes,Express,yes,yes,23,Debit Card,Annually
280,23,male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4,yes,Standard,yes,yes,37,Bank Transfer,Monthly
281,45,male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,yes,2-Day Shipping,yes,yes,21,Cash,Bi-Weekly
282,38,male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,yes,Standard,yes,yes,22,Debit Card,Bi-Weekly
283,21,male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3,yes,2-Day Shipping,yes,yes,9,Cash,Monthly
284,32,male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,yes,Next Day Air,yes,yes,16,Venmo,Annually
285,63,male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,yes,Standard,yes,yes,4,PayPal,Quarterly
286,29,male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,yes,Express,yes,yes,3,Debit Card,Bi-Weekly
287,27,male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,yes,Store Pickup,yes,yes,6,Debit Card,Annually
288,56,male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,yes,2-Day Shipping,yes,yes,18,Venmo,Fortnightly
289,30,male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,yes,2-Day Shipping,yes,yes,34,Venmo,Bi-Weekly
290,49,male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,yes,2-Day Shipping,yes,yes,26,Credit Card,Monthly
291,58,male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,yes,Standard,yes,yes,50,PayPal,Weekly
292,57,male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,yes,Next Day Air,yes,yes,40,Bank Transfer,Monthly
293,60,male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,yes,Free Shipping,yes,yes,24,Cash,Quarterly
294,69,male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,yes,Express,yes,yes,33,PayPal,Annually
295,70,male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,yes,Store Pickup,yes,yes,19,Credit Card,Every 3 Months
296,53,male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,yes,Store Pickup,yes,yes,24,Credit Card,Quarterly
297,25,male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,yes,2-Day Shipping,yes,yes,19,Credit Card,Weekly
298,48,male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,yes,Standard,yes,yes,4,Credit Card,Bi-Weekly
299,69,male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4,yes,Standard,yes,yes,11,Venmo,Every 3 Months
300,25,male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,yes,Next Day Air,yes,yes,28,PayPal,Fortnightly
301,29,male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,yes,Store Pickup,yes,yes,24,PayPal,Weekly
302,46,male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,yes,Standard,yes,yes,25,Credit Card,Every 3 Months
303,37,male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,yes,Express,yes,yes,27,Bank Transfer,Every 3 Months
304,20,male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,yes,Next Day Air,yes,yes,49,Venmo,Weekly
305,40,male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,yes,Next Day Air,yes,yes,45,Credit Card,Bi-Weekly
306,60,male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,yes,2-Day Shipping,yes,yes,26,PayPal,Annually
307,26,male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,yes,Express,yes,yes,4,Cash,Annually
308,29,male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,yes,Free Shipping,yes,yes,3,Credit Card,Every 3 Months
309,66,male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,yes,Standard,yes,yes,45,Venmo,Bi-Weekly
310,66,male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,yes,Standard,yes,yes,21,Cash,Fortnightly
311,56,male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,yes,Standard,yes,yes,50,Cash,Fortnightly
312,69,male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,yes,Store Pickup,yes,yes,19,Bank Transfer,Monthly
313,38,male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,yes,Next Day Air,yes,yes,6,PayPal,Annually
314,42,male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,yes,Express,yes,yes,50,Credit Card,Every 3 Months
315,30,male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,yes,Store Pickup,yes,yes,17,Debit Card,Every 3 Months
316,66,male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,yes,Express,yes,yes,24,Debit Card,Annually
317,36,male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,yes,Free Shipping,yes,yes,46,Venmo,Monthly
318,58,male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,yes,Standard,yes,yes,42,Cash,Every 3 Months
319,45,male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,yes,Standard,yes,yes,10,Cash,Annually
320,47,male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,yes,Standard,yes,yes,1,Cash,Every 3 Months
321,66,male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,yes,Standard,yes,yes,28,Debit Card,Quarterly
322,41,male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,yes,Free Shipping,yes,yes,48,Debit Card,Quarterly
323,41,male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3,yes,Standard,yes,yes,47,Credit Card,Monthly
324,66,male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,yes,Next Day Air,yes,yes,29,PayPal,Bi-Weekly
325,37,male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,yes,Standard,yes,yes,37,Venmo,Quarterly
326,70,male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,yes,Free Shipping,yes,yes,38,Debit Card,Annually
327,62,male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,yes,Store Pickup,yes,yes,48,Bank Transfer,Weekly
328,61,male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,yes,Free Shipping,yes,yes,36,PayPal,Weekly
329,48,male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,yes,Free Shipping,yes,yes,9,Credit Card,Weekly
330,70,male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,yes,2-Day Shipping,yes,yes,34,Bank Transfer,Monthly
331,46,male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,yes,Express,yes,yes,43,Venmo,Bi-Weekly
332,31,male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,yes,Store Pickup,yes,yes,46,PayPal,Quarterly
333,19,male,Shirt,Clothing,86,New York,M,Maroon,Winter,2.8,yes,2-Day Shipping,yes,yes,5,Credit Card,Monthly
334,39,male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,yes,Standard,yes,yes,15,Bank Transfer,Bi-Weekly
335,41,male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,yes,Next Day Air,yes,yes,30,Credit Card,Annually
336,20,male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,yes,Standard,yes,yes,44,Venmo,Every 3 Months
337,36,male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,yes,Express,yes,yes,16,PayPal,Annually
338,32,male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,yes,2-Day Shipping,yes,yes,16,Bank Transfer,Annually
339,69,male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,yes,Express,yes,yes,16,Cash,Weekly
340,40,male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,yes,2-Day Shipping,yes,yes,21,Credit Card,Every 3 Months
341,40,male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,yes,Express,yes,yes,39,Venmo,Every 3 Months
342,20,male,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,yes,Store Pickup,yes,yes,40,Debit Card,Bi-Weekly
343,64,male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,yes,Next Day Air,yes,yes,48,Credit Card,Every 3 Months
344,27,male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,yes,Next Day Air,yes,yes,26,Venmo,Monthly
345,24,male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4,yes,Standard,yes,yes,46,Debit Card,Monthly
346,48,male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,yes,Next Day Air,yes,yes,27,Bank Transfer,Annually
347,49,male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,yes,Next Day Air,yes,yes,5,Cash,Weekly
348,36,male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,yes,Store Pickup,yes,yes,43,PayPal,Fortnightly
349,56,male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,yes,Free Shipping,yes,yes,17,PayPal,Fortnightly
350,37,male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,yes,2-Day Shipping,yes,yes,3,Bank Transfer,Bi-Weekly
351,42,male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,yes,2-Day Shipping,yes,yes,47,Bank Transfer,Fortnightly
352,28,male,Skirt,Clothing,90,New York,M,Teal,Winter,3.9,yes,Standard,yes,yes,24,Debit Card,Bi-Weekly
353,27,male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,yes,Next Day Air,yes,yes,12,Cash,Every 3 Months
354,63,male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,yes,Store Pickup,yes,yes,35,Debit Card,Monthly
355,58,male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3,yes,Free Shipping,yes,yes,42,Venmo,Weekly
356,37,male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,yes,2-Day Shipping,yes,yes,1,PayPal,Every 3 Months
357,56,male,Pants,Clothing,80,Nevada,L,Black,Spring,3.8,yes,Standard,yes,yes,27,Cash,Weekly
358,18,male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4,yes,Standard,yes,yes,16,Credit Card,Bi-Weekly
359,48,male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,yes,Express,yes,yes,36,Credit Card,Every 3 Months
360,31,male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3,yes,Store Pickup,yes,yes,30,Credit Card,Every 3 Months
361,51,male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3,yes,Standard,yes,yes,18,Debit Card,Fortnightly
362,65,male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,yes,Free Shipping,yes,yes,45,Cash,Annually
363,53,male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,yes,Free Shipping,yes,yes,1,Venmo,Fortnightly
364,55,male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,yes,Free Shipping,yes,yes,42,Bank Transfer,Fortnightly
365,62,male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3,yes,Free Shipping,yes,yes,7,Venmo,Every 3 Months
366,55,male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,yes,Standard,yes,yes,50,PayPal,Quarterly
367,64,male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,yes,Store Pickup,yes,yes,37,Venmo,Fortnightly
368,52,male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,yes,Store Pickup,yes,yes,18,Bank Transfer,Monthly
369,24,male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,yes,Standard,yes,yes,29,Cash,Monthly
370,38,male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,yes,Store Pickup,yes,yes,45,PayPal,Quarterly
371,59,male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,yes,Express,yes,yes,13,PayPal,Weekly
372,27,male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,yes,2-Day Shipping,yes,yes,47,PayPal,Monthly
373,24,male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,yes,Standard,yes,yes,7,Debit Card,Weekly
374,23,male,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,yes,Express,yes,yes,11,Venmo,Bi-Weekly
375,69,male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5,yes,Store Pickup,yes,yes,39,Bank Transfer,Monthly
376,59,male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,yes,Standard,yes,yes,6,Debit Card,Quarterly
377,51,male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,yes,Express,yes,yes,2,Venmo,Bi-Weekly
378,63,male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,yes,Standard,yes,yes,39,Credit Card,Every 3 Months
379,54,male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,yes,Next Day Air,yes,yes,23,Credit Card,Monthly
380,32,male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,yes,2-Day Shipping,yes,yes,46,Debit Card,Bi-Weekly
381,39,male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3,yes,Store Pickup,yes,yes,19,Bank Transfer,Weekly
382,66,male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,yes,Store Pickup,yes,yes,3,Credit Card,Every 3 Months
383,28,male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,yes,Store Pickup,yes,yes,47,PayPal,Quarterly
384,50,male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,2.9,yes,Standard,yes,yes,6,PayPal,Quarterly
385,70,male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,yes,2-Day Shipping,yes,yes,6,Venmo,Annually
386,67,male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,yes,Next Day Air,yes,yes,12,Credit Card,Bi-Weekly
387,64,male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,yes,Express,yes,yes,40,PayPal,Quarterly
388,45,male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,yes,Store Pickup,yes,yes,38,PayPal,Fortnightly
389,22,male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,yes,Store Pickup,yes,yes,10,PayPal,Quarterly
390,27,male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,yes,Standard,yes,yes,28,Bank Transfer,Monthly
391,25,male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,yes,2-Day Shipping,yes,yes,19,PayPal,Annually
392,37,male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,yes,Standard,yes,yes,25,Cash,Fortnightly
393,26,male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,yes,Next Day Air,yes,yes,38,Credit Card,Annually
394,33,male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,yes,Standard,yes,yes,6,PayPal,Fortnightly
395,43,male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,yes,Store Pickup,yes,yes,7,Debit Card,Bi-Weekly
396,37,male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,yes,Store Pickup,yes,yes,2,PayPal,Annually
397,46,male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,yes,Standard,yes,yes,24,Bank Transfer,Annually
398,22,male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3,yes,Free Shipping,yes,yes,26,Cash,Annually
399,20,male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,yes,Free Shipping,yes,yes,25,Debit Card,Every 3 Months
400,60,male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,yes,2-Day Shipping,yes,yes,10,Debit Card,Monthly
401,39,male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,yes,Free Shipping,yes,yes,14,PayPal,Fortnightly
402,43,male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,yes,Standard,yes,yes,21,Cash,Quarterly
403,31,male,Backpack,Accessories,78,California,L,Cyan,Fall,3,yes,Express,yes,yes,26,PayPal,Monthly
404,19,male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,yes,Next Day Air,yes,yes,12,Bank Transfer,Annually
405,35,male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,yes,Store Pickup,yes,yes,11,Credit Card,Monthly
406,41,male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,yes,Standard,yes,yes,15,Cash,Annually
407,52,male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,yes,Express,yes,yes,13,Cash,Monthly
408,45,male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,yes,Next Day Air,yes,yes,5,Credit Card,Bi-Weekly
409,34,male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,yes,Express,yes,yes,36,Cash,Fortnightly
410,35,male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,yes,2-Day Shipping,yes,yes,32,Bank Transfer,Monthly
411,29,male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,yes,2-Day Shipping,yes,yes,1,Credit Card,Quarterly
412,59,male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,yes,Express,yes,yes,15,PayPal,Annually
413,24,male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,yes,Store Pickup,yes,yes,3,Bank Transfer,Weekly
414,70,male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,yes,Free Shipping,yes,yes,48,Cash,Monthly
415,29,male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,yes,Store Pickup,yes,yes,30,Debit Card,Weekly
416,67,male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,yes,Express,yes,yes,40,Bank Transfer,Monthly
417,36,male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,yes,Free Shipping,yes,yes,24,Bank Transfer,Fortnightly
418,23,male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,yes,Free Shipping,yes,yes,48,Debit Card,Quarterly
